numUsuario,periodo,anio,lecturaActual,consumoMedidor,precio,importeConsumo,coutaFija,recargos,cooperacion,bonificaciones,sanciones,varios,totalPagar,fechaPAgo,notas,aviso,status
289,4,2019,799,8,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
289,5,2019,799,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
289,6,2019,799,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
290,4,2019,567,15,4,60,0,0,0,0,0,0,60,2019-09-21,,,1
290,5,2019,583,16,4,64,0,0,0,0,0,0,64,2019-10-06,,,1
290,6,2019,598,15,4,60,40,0,0,0,0,0,100,NULL,,"Sin aviso",0
291,4,2019,391,11,4,44,0,0,0,0,0,0,44,2019-09-21,,,1
291,5,2019,426,35,4,140,0,0,0,0,0,0,140,2019-10-06,,,1
291,6,2019,444,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
292,4,2019,2618,21,4,84,0,0,0,0,0,0,84,2019-09-21,,,1
292,5,2019,2639,21,4,84,0,0,0,0,0,0,84,2019-10-06,,,1
292,6,2019,2657,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
293,4,2019,3127,13,4,52,0,0,0,0,0,0,52,2019-09-28,,,1
293,5,2019,3148,21,4,84,0,0,0,0,0,0,84,2019-10-06,,,1
293,6,2019,3158,10,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
294,4,2019,738,16,4,64,0,0,0,0,0,0,64,2019-09-21,,,1
294,5,2019,754,16,4,64,0,0,0,0,0,0,64,2019-10-06,,,1
294,6,2019,767,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
295,4,2019,3600,36,4,144,0,0,0,0,0,0,144,2019-09-28,,,1
295,5,2019,3621,21,4,84,0,0,0,0,0,0,84,2019-10-06,,,1
295,6,2019,3639,18,4,72,40,0,0,0,0,0,112,NULL,,"Sin aviso",0
296,4,2019,2970,25,4,100,0,0,0,0,0,0,100,2019-09-28,,,1
296,5,2019,2993,23,4,92,0,0,0,0,0,0,92,2019-10-06,,,1
296,6,2019,3012,19,4,76,40,0,0,0,0,0,116,NULL,,"Sin aviso",0
297,4,2019,179,0,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
297,5,2019,181,2,4,0,40,0,0,0,50,0,90,2019-10-06,"FALTO REUNION 14 SEPT",,1
297,6,2019,181,0,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
298,4,2019,2899,7,4,0,40,0,0,0,0,0,40,2019-09-28,,,1
298,5,2019,2909,10,4,40,0,0,0,0,0,0,40,2019-10-06,,,1
298,6,2019,2914,5,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
299,4,2019,1408,19,4,76,0,0,0,0,0,0,76,2019-09-28,,,1
299,5,2019,1433,25,4,100,0,0,0,0,50,0,150,2019-10-06,"FALTO REUNION 14 SEPT",,1
299,6,2019,1453,20,4,80,40,0,0,0,0,0,120,NULL,,"Sin aviso",0
300,4,2019,1345,27,4,108,0,0,0,0,0,0,108,2019-09-28,,,1
300,5,2019,1366,21,4,84,0,0,0,0,50,0,134,2019-10-06,"FALTO REUNION 14 SEPT",,1
300,6,2019,1379,13,4,52,40,0,0,0,0,0,92,NULL,,"Sin aviso",0
301,4,2019,191,3,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
301,5,2019,195,4,4,0,40,0,0,0,0,0,40,2019-10-06,,,1
301,6,2019,198,3,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
302,4,2019,3549,28,4,112,0,0,0,0,0,0,112,2019-09-28,,,1
302,5,2019,3586,37,4,148,40,0,0,0,0,0,188,NULL,,"Sin aviso",0
302,6,2019,3620,34,4,136,40,0,0,0,0,0,176,NULL,,"Sin aviso",0
303,4,2019,1066,9,4,0,40,0,0,0,0,0,40,2019-09-21,,,1
303,5,2019,1078,12,4,48,0,0,0,0,0,0,48,2019-10-06,,,1
303,6,2019,1086,8,4,0,40,0,0,0,0,0,40,NULL,,"Sin aviso",0
